lat,lon,inclination,elevation,dead,forecasted,orientation
46.0888502548205,7.9345836383866235,38.0,2580,1,3.0,NNW
45.92026171140621,7.248526001411483,35.0,2415,1,3.0,NNW
46.413363211103615,7.926232748667148,47.0,3800,2,,NE
46.603516269750756,8.608499778292252,43.0,2840,1,3.0,WNW
46.00611003392992,6.990237159437727,42.0,2920,1,3.0,N
46.53079848696773,9.83271975955714,39.0,2800,1,2.0,S
46.24235693987968,7.621445229069981,41.0,2560,1,2.0,WNW
46.471481091116836,8.161640768600666,42.0,2990,1,2.0,SE
46.36580873459293,7.2767249966250915,36.0,2000,1,3.0,N
46.11291516719419,7.618683619823003,,2500,1,2.0,NE
46.112120632837595,7.608980350692613,,3000,2,2.0,E
46.95120121133905,10.362506970417265,,2060,1,3.0,SSE
47.00297256628776,8.824984957038675,39.0,1980,1,4.0,N
46.42330715651645,7.64585995629527,37.0,2800,1,3.0,SW
46.03447232606919,6.96372050942697,43.0,2180,3,3.0,N
46.50665211726337,8.47083526347055,40.0,2540,3,2.0,SSE
46.59994221915717,10.345445338552953,33.0,2300,2,2.0,NE
46.40469426608063,8.18806055818445,43.0,2220,1,3.0,NNW
47.013688149714,8.763243475781776,38.0,1660,1,4.0,N
46.74835763665221,9.629374457081024,42.0,2380,1,3.0,N
46.91859651451046,8.49482754720216,39.0,2140,1,3.0,N
46.52367318455591,9.359542746254117,40.0,2660,1,3.0,N
46.23080824711264,8.044243758068557,40.0,2500,1,3.0,SW
46.62815063721095,8.939829707778195,35.0,2540,1,2.0,NNW
46.37903713424308,9.962433072502096,42.0,3800,2,,N
46.56346183671636,7.975319505940632,,2740,1,,NW
46.5829358473116,8.021438161422145,,3340,2,,SSE
47.06790059365802,9.25013196264975,35.0,2060,1,3.0,SSE
46.103148756177156,7.284745807826328,38.0,2700,1,3.0,NNE
46.54647616500794,7.528077275800046,40.0,2360,1,3.0,NNW
46.855336541384474,9.815027853100428,45.0,2400,1,3.0,W
46.836753697210185,9.83007524992622,37.0,2240,1,2.0,E
46.52244494680589,7.818003747899409,39.0,2975,2,1.0,WNW
46.696069586828486,8.686866891401024,43.0,2910,1,2.0,NNW
46.77362302896229,9.592680099244626,39.0,2500,1,2.0,NW
46.56133317309635,7.861444146089671,37.0,2450,1,2.0,E
46.041922025000446,7.200049515058402,37.0,2200,1,3.0,N
46.026698985255635,7.466402250487936,40.0,2480,1,3.0,SE
46.399415059804284,8.088644058457872,45.0,2070,1,3.0,E
46.350462501244046,7.242734516216347,,1900,1,3.0,NNE
46.66797102544307,10.318056472805944,40.0,2750,3,3.0,ESE
46.383107242828665,7.153445355980939,,2450,1,2.0,NE
46.47052620471051,7.731319496591512,,3450,1,2.0,NW
45.893944947342234,7.245267732481898,45.0,3600,2,2.0,SW
46.44945105504357,8.325209152474141,37.0,3020,1,2.0,N
46.69399615949545,9.952451559903004,45.0,3050,1,2.0,N
46.57643338826679,7.990450395621928,,2900,1,,W
46.54784544985708,7.9865734385407485,,3480,1,,SE
46.56185930379976,9.53349505107602,,2220,2,3.0,NNE
46.835620201362815,9.830483851653682,33.0,2245,1,3.0,E
45.945339679413216,7.237607319371024,40.0,2750,3,3.0,WSW
46.74162108067683,9.605145692870893,37.0,2810,1,2.0,SSE
46.78295060570668,9.848647727485869,50.0,2380,1,3.0,NE
46.02561537982583,7.102169546269263,50.0,1950,4,4.0,NE
46.238131650162494,8.002320436370253,45.0,2100,1,3.0,SE
46.52779581183205,9.934621952434899,37.0,2960,1,3.0,SW
46.62353517959654,8.612719827493605,50.0,1980,1,3.0,NNE
46.15092845354717,7.582308688710394,43.0,2680,1,3.0,WSW
46.433632377896835,9.569408273951383,40.0,2730,1,1.0,ENE
45.992992899894126,7.31603005552493,45.0,2990,1,2.0,NE
46.144310221419566,7.587338572840445,42.0,2760,1,1.0,E
46.63229674152478,10.254410670016172,37.0,2385,1,2.0,ESE
46.73261821219735,9.804224343657284,43.0,2260,1,3.0,NW
46.44553449431091,7.582438101864398,41.0,2300,2,3.0,SW
46.36109409460219,7.7131888160157285,43.0,2730,1,2.0,SE
46.63203834764536,10.253939846922089,40.0,2400,1,3.0,ESE
46.10536650552984,7.26340077524668,47.0,2650,1,3.0,WSW
46.07628016413983,7.306795182427177,,2950,1,3.0,SW
46.732475600202655,9.835199507192149,49.0,2120,1,2.0,NE
45.968022294379345,7.178699230233715,41.0,2160,1,2.0,NNW
46.565699260909305,8.544158511534015,39.0,2160,1,,SSE
47.00179861511825,8.825349152170096,38.0,2120,1,3.0,N
46.88341437243991,10.25877769537715,43.0,2610,1,3.0,NNE
46.105614423970216,7.278919165941915,,2700,1,3.0,N
46.50227604412753,7.509179911079199,38.0,2260,1,3.0,NNW
45.980463732973014,7.461862728391632,40.0,3220,1,3.0,SSE
46.089504012744925,7.91862220312588,38.0,2325,1,3.0,NW
46.3321863095208,7.470454186873803,46.0,2120,2,3.0,NW
46.83380039049705,9.930396487649773,38.0,2485,1,3.0,N
46.71390865022726,9.821486004139972,45.0,2805,1,3.0,NW
46.59233592512666,9.909469030282644,33.0,2470,2,3.0,ENE
46.59122280729136,9.188283151920967,30.0,1940,1,2.0,NNE
46.80705673484278,9.566102344071364,43.0,1930,1,3.0,WNW
46.35959770468226,6.794693914116767,,1460,2,3.0,WNW
46.841241681755946,9.148485259442603,,2010,1,3.0,SE
46.07467323232552,7.882752876087825,37.0,3290,1,3.0,ENE
46.67318311251975,8.08461974538355,43.0,2380,1,2.0,SSE
47.20011215596047,9.256063750907307,36.0,1350,1,3.0,NW
47.07679548191423,9.166274168592421,35.0,1780,3,3.0,NW
46.12921383371983,7.347422756981833,,2900,2,2.0,N
46.00973376026494,7.230528413783121,,3050,1,3.0,NNE
46.62219321308484,9.947541333467022,37.0,2680,1,2.0,SE
46.09177140302642,7.324212434477996,,2850,1,3.0,N
46.24492446237003,7.149760653088848,,2710,1,2.0,WSW
46.79342107520683,8.058554947950844,44.0,2020,1,3.0,NNE
47.07125392670162,9.233112298614337,38.0,2000,1,3.0,NNW
46.702579963346565,7.40764804577341,47.0,1835,1,3.0,NNW
46.56114643324727,9.535554801722416,,2170,1,2.0,NNE
45.99611064579529,7.789701840877484,31.0,2820,1,3.0,NW
46.29193930966984,10.021162427364173,39.0,2140,1,3.0,NE
46.71167277767394,8.808148932622073,,2110,3,3.0,N
45.930976066215734,7.114997663765032,,2060,1,3.0,N
46.258308338290554,6.889400307574678,41.0,2000,1,2.0,NNW
46.64856165477491,8.789891840855619,37.0,2400,1,3.0,W
45.98820680025068,7.785779642909627,39.0,2960,1,3.0,NNE
46.36683891324854,7.198233095172242,40.0,2100,1,4.0,WNW
46.55654477432343,7.8423676070483435,41.0,2720,1,3.0,ESE
45.99337192607586,7.802332372390765,37.0,3000,1,3.0,N
46.44910627393422,7.517765419756917,43.0,1980,1,3.0,WNW
46.73067181212162,9.805212163606956,37.0,2330,1,3.0,WSW
46.75513863373487,8.22722318155586,41.0,1950,1,3.0,N
46.70616501866695,9.95975680616657,38.0,2635,1,3.0,NNE
45.89853311432242,7.198869793454861,,2010,1,2.0,NNW
46.38126898664142,7.345959676978463,39.0,2000,1,3.0,W
46.658891409656604,10.003103580522552,23.0,2090,1,3.0,ENE
46.97013066722612,9.398522125326258,42.0,2570,1,3.0,W
46.36028478346501,7.0032838882906425,,2000,1,3.0,ESE
46.039217359000226,7.197219581612306,45.0,2300,2,3.0,NNW
46.19811096805727,7.540071545760821,40.0,2660,1,3.0,E
46.85775054825011,9.8157905088608,38.0,2440,1,3.0,NE
45.98887886525964,7.80088294669006,36.0,3220,1,3.0,W
46.382657791510724,7.153577702500611,,2400,1,3.0,NE
46.34475318922363,7.354205338236349,,2800,1,2.0,NNW
46.0013840256961,7.827427394895436,30.0,2740,1,2.0,NW
46.367155563095636,7.518555710007225,35.0,2460,1,3.0,E
46.7847271667425,8.429274797433187,,2500,1,3.0,NW
46.708721266351915,9.956082031558573,38.0,2620,1,2.0,N
46.53508964500084,7.963632321308215,,4000,6,,SE
46.54193899049559,7.141006069619705,,1970,1,3.0,N
46.42085729761439,7.521561519663915,40.0,2200,1,2.0,NNE
46.40905240464677,9.964480917326698,34.0,2830,1,4.0,SW
46.84723072966469,9.810996980149163,38.0,2480,1,3.0,WNW
46.00036230520094,7.78198439858907,41.0,2520,1,3.0,NE
46.03691624842205,7.800426188683695,40.0,3100,1,3.0,SW
46.56974206656142,9.72013323042058,,3110,1,2.0,ENE
46.424372607244855,10.112790799986625,35.0,3060,1,2.0,SW
46.16189992321193,6.923642999632636,52.0,2950,1,2.0,NW
47.28690259085604,9.41439930814792,,1450,1,2.0,E
46.87223699001496,8.799970067030152,44.0,1590,1,1.0,S
46.33377684526485,7.21889867146944,38.0,2780,1,2.0,WNW
46.08700286279182,7.332457707602354,38.0,2743,1,3.0,NE
47.276606319690615,9.449965158384297,32.0,1570,1,3.0,SE
46.037927126253074,7.0181994485137364,37.0,2200,1,3.0,SW
46.258823327632776,7.607001121049588,43.0,2447,1,3.0,W
46.74209551150792,9.603855744677874,43.0,2840,1,3.0,S
45.99990703168786,7.7189917844391305,39.0,2250,1,3.0,NE
46.08826941855719,7.330554751451219,38.0,2780,1,3.0,NE
46.74661094092866,8.262825928124364,40.0,2200,1,3.0,N
46.110313286940176,7.326372316859732,33.0,2240,3,3.0,W
46.922494654776834,9.915859082074137,41.0,2380,2,3.0,W
46.815902704803904,9.909116449393139,45.0,2380,1,3.0,NNE
47.28738669158198,9.511860821232101,,725,1,3.0,SE
46.94066241947557,8.053292163484615,37.0,1455,1,3.0,NW
47.00476757408284,7.93969084087553,,1400,1,3.0,N
46.21163641085441,7.4937078211157235,39.0,2300,1,3.0,NE
47.154603065858836,9.220488857005918,,1680,1,3.0,NW
45.98209840372873,7.244827311254072,35.0,2690,1,2.0,NW
46.973285781869464,10.38238551597713,39.0,2440,1,2.0,N
46.46742016299936,7.626109542448881,45.0,1900,1,2.0,ESE
46.00582990455146,7.035098978548497,41.0,3000,1,2.0,NW
46.10856565517568,7.888072612648135,33.0,3270,1,,S
46.37828321163531,9.967989733954596,45.0,3770,3,,SE
46.034459879248665,6.965038051199341,45.0,2150,1,3.0,N
46.03058893900831,7.20061555664122,48.0,2380,1,3.0,ESE
46.52681154368655,7.53912301187568,39.0,2320,7,2.0,NW
47.15646166029492,9.204986565807374,,1680,1,3.0,NE
46.19388648025571,7.5361776119959405,,2740,1,3.0,SE
46.451902972087666,7.5052098501308375,,1810,1,3.0,NW
46.60981085227055,7.863911668441974,45.0,2170,1,3.0,N
46.8505791495571,9.72168392286045,39.0,2390,1,3.0,WSW
46.438288427051184,9.709783127040984,33.0,2640,1,2.0,S
46.61528789217202,7.84202288648513,40.0,2100,1,2.0,WNW
46.56029139895236,8.473488527043564,48.0,2170,1,3.0,NW
46.61294464701936,9.248644958189594,,2364,2,3.0,ESE
46.76816950155387,10.335403226386909,37.0,2470,1,3.0,WNW
46.47171886039437,9.534437638197192,31.0,2360,1,3.0,NW
46.051662358390665,7.212280923077955,40.0,1625,1,3.0,NE
46.806243620961666,9.751481746325315,44.0,2225,1,3.0,NNE
46.23337105204943,7.803286443035058,,2810,1,3.0,NNE
46.62137244203682,9.873439409429578,,3350,1,3.0,E
46.10932258034574,9.02231574378899,,1610,1,3.0,SSE
46.156541956329505,7.669053199774717,36.0,2950,1,2.0,NW
45.958776280741375,7.790752307174041,35.0,2780,1,1.0,NNE
46.48403510518254,7.742592192060193,35.0,2520,1,,N
46.8314731777252,8.750698948971039,40.0,1700,1,3.0,E
46.663803361532956,8.650576762617442,39.0,2280,1,3.0,SE
46.91641355246222,9.093495708980734,39.0,2750,1,2.0,SW
46.45999619574219,7.598357355975387,40.0,2870,2,2.0,SW
46.831335409954455,8.569929796801066,37.0,1680,1,2.0,NNE
46.36535083768584,7.271138739111929,42.0,2080,1,3.0,NE
46.36230381441133,7.509712845083326,43.0,2925,1,3.0,NE
46.00210164089234,7.828013367726431,31.0,2740,2,2.0,WNW
45.897821944440885,7.2028668390103405,38.0,2120,2,3.0,NE
46.61514252047276,7.844959094297512,40.0,2270,1,2.0,NW
46.671512064895445,8.048282406416243,40.0,2430,1,3.0,SW
46.787181736827904,9.954968581313734,39.0,2770,3,3.0,W
45.93106837780483,7.22528386959476,36.0,2190,5,3.0,NE
46.17418487114362,7.6492899724387335,37.0,2820,3,2.0,NW
45.96179604488721,7.811151805959562,37.0,2630,1,3.0,WNW
46.064655261154506,7.912911609602789,,3100,1,,N
45.99948087315752,7.963913276761496,,2970,1,3.0,NE
46.1635004226707,7.111740954784009,,2000,1,,SE
46.52663538653465,9.719215258536984,43.0,2690,1,3.0,NE
46.525056646313146,9.786569841521645,38.0,2995,1,3.0,E
46.42197381217055,9.579230136581378,41.0,2820,2,3.0,NE
46.62144166242259,8.588648746381619,45.0,1800,1,2.0,NW
46.98058536336457,8.251169492672377,37.0,1940,1,2.0,NW
46.7988714882626,9.763090338707961,,2300,1,3.0,NNE
46.55082065311612,8.317011177615903,37.0,2530,1,3.0,SE
46.89156420832585,9.473021734819849,42.0,2499,1,3.0,E
46.82947168037757,9.818933693892372,45.0,2480,1,3.0,NE
46.937330428705906,8.356503122737232,35.0,1340,1,2.0,N
46.19461165694793,7.659848518908948,44.0,2900,1,2.0,NW
46.65547088703324,7.368221160441777,,2100,1,2.0,NNW
45.89402521662022,7.2448680840651605,43.0,3500,1,3.0,WSW
46.79786525228693,10.07034091333812,,3305,1,2.0,S
46.0943645871917,7.302174316850178,,2800,1,3.0,N
46.417681396983156,9.971441826366352,,2740,1,,N
46.38010064007242,9.908449582080703,,3950,1,,NE
46.99795004994251,9.396552854573237,43.0,2260,1,4.0,NNE
46.5408735277124,7.712796563685767,38.0,2690,1,2.0,W
46.105044570620585,7.289784146185407,,2525,1,3.0,NE
46.53598259893338,6.9967355607362665,,1750,1,3.0,
46.709037808680904,9.626730602923798,41.0,2250,1,2.0,E
46.24105554949434,7.645814729878642,42.0,2890,1,3.0,SW
46.40047295057013,10.143617113233141,39.0,2370,2,2.0,W
46.151288273990275,7.582309636228713,,2600,1,2.0,W
46.13328987944815,7.289318936890158,42.0,2470,1,2.0,W
46.089170855360045,7.314883325438036,,3150,2,2.0,SSW
46.022246557352325,7.103675267891094,45.0,2160,1,2.0,NNE
46.20237043277373,7.647999695431565,50.0,2720,1,2.0,S
46.65450071810917,8.695444295519177,38.0,1890,1,2.0,SE
46.03738635305847,6.9635918653807645,44.0,2065,1,3.0,N
46.5147934120954,8.079734058193987,37.0,3320,1,3.0,S
45.981383485562404,7.672586829132284,,3380,1,2.0,SE
46.540401868840014,8.018242663137778,42.0,3730,1,3.0,S
46.719105657658275,8.7738677232889,42.0,2820,1,2.0,SSE
46.57764798002634,8.493781729616932,25.0,1720,1,4.0,N
46.05929183662101,7.7130164156932794,,3570,2,1.0,NE
46.04719662358726,7.031563892355134,43.0,2330,1,3.0,NNE
46.1124233724557,7.314119239478583,41.0,2210,1,3.0,NE
46.13691070530684,7.591226311002312,,2785,1,3.0,NNE
46.186449782442814,7.491739610332069,43.0,2680,4,3.0,WNW
46.163714888576656,7.277739224105719,41.0,2025,1,3.0,NNW
46.505898409024155,9.788215196869473,40.0,3010,1,3.0,SE
45.90832437746971,7.099268508258005,40.0,2072,1,3.0,NE
46.284207660633164,7.175242908289669,37.0,2050,1,3.0,NNW
46.00117301752064,7.484770209630552,,2390,1,3.0,NNE
46.01101435127359,7.081279980692653,43.0,2640,1,3.0,N
46.68199074460162,9.76599176354608,42.0,2590,1,3.0,ENE
46.07362647963965,7.585078194539532,48.0,3460,2,,N
46.05703966959026,7.695315983334676,36.0,3760,2,,S
46.02396321389662,7.632350123124307,,3690,1,,S
46.93139929055869,8.545192846859946,,1850,1,,NW
46.1979692288781,7.992448047024595,41.0,3170,1,2.0,SE
46.959117413933846,9.386896673377391,,2820,1,3.0,E
46.90996102943067,10.240732695986157,40.0,2730,1,3.0,ESE
46.24016078012691,7.616576130863198,,2513,1,3.0,NW
46.51016559496075,9.70667290527986,36.0,3050,1,3.0,S
46.50556215045273,9.789243302773873,37.0,2950,1,3.0,SE
47.16874317654379,9.19437594097713,,1550,1,3.0,SE
46.108597238444375,7.2585403952837355,,2380,1,3.0,N
46.455162198292626,7.500228737052298,30.0,1875,1,3.0,E
47.01284509452945,9.60505148777358,38.0,2340,5,3.0,E
47.15378359686156,9.30339729568788,,2250,1,3.0,W
46.447068724963934,7.51108625503647,38.0,1980,1,3.0,NW
46.5564678549871,7.848782951636216,,2380,1,3.0,E
46.699229850829944,8.796129504222888,,1970,1,3.0,NE
46.223956659919104,7.915788795178311,,2320,1,3.0,N
46.62341064071985,10.277307138093445,33.0,2590,1,3.0,SW
45.86755556600804,7.175698600773633,,2500,4,2.0,N
46.97079366957652,10.37777757280845,38.0,2550,1,3.0,N
46.786178384319165,9.847088933999206,42.0,2260,1,3.0,NE
45.98567873074256,7.4711947420785965,,3180,1,2.0,SE
46.72901224357832,8.488826629927097,40.0,2340,1,2.0,NE
45.89349318654926,7.244109889000204,,3500,1,2.0,W
46.162961450243266,7.509841462621032,38.0,2980,2,2.0,N
46.63265386381787,9.025766874660356,45.0,2630,1,,NE
46.378231293597466,9.96749315951361,42.0,3782,1,,ESE
46.26211320895453,8.06093443145837,41.0,2543,2,3.0,NW
46.125654724624646,7.214432216915709,48.0,2250,2,3.0,N
46.59595852467271,7.768668410146375,50.0,2400,1,2.0,NW
46.67358904394294,9.764923356934155,36.0,2770,1,3.0,NE
46.05602373317588,7.932864450772722,,2860,1,2.0,ESE
46.94654284299214,8.726578524835912,,1680,1,3.0,NNW
46.61118553657216,9.302459412880175,,2660,2,3.0,SW
46.394170332662924,7.446308011806675,44.0,1940,1,1.0,NNW
46.460822222795876,8.338933920323635,38.0,2440,1,2.0,NNE
46.99814619466335,9.196751052804496,37.0,2150,1,2.0,NNW
46.76109102414385,9.63172551020184,33.0,2280,1,3.0,ENE
46.512845378620156,8.185191380764037,,3340,1,2.0,NNW
45.98998370064122,7.0621882076480835,,3100,1,3.0,NNE
46.467623181412506,7.963174423973077,50.0,3680,1,2.0,SW
46.912887613750165,9.246351677851152,44.0,2900,1,,ESE
46.34570746739464,9.79674654473056,,2810,1,3.0,NE
46.39773692117069,7.851588681930082,,3440,1,,E
46.19857589968989,7.100039704152275,43.0,2508,1,3.0,ENE
46.614254634710406,8.61408497006617,43.0,2460,1,3.0,NW
47.00161715125971,8.825475969274029,42.0,2130,1,2.0,N
46.342084692787566,8.207785568816744,,2300,1,3.0,S
46.28398489242337,8.066958609974245,49.0,2205,1,3.0,NNE
46.42384719292808,7.690221006688416,,3590,1,2.0,S
46.70879304243839,9.10316374098172,33.0,2273,1,3.0,N
46.57166645495304,8.008533370606186,,3390,1,,E
